Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	MPER_FOR	Percentual máximo de perda da fórmula	dtDouble	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	MGAN_FOR	Percentual máximo de ganho da fórmula	dtDouble	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CDMP_DPT	Código do Depósito Matéria Prima	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CDPA_DPT	Código do Depósito Produto Acabado	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	SEQU_ORD	Código do Depósito Produto Acabado	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	ANO_ORD	Código do Depósito Produto Acabado	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	MOBR_FOR	Valor da mão de obra em R$ por unidade produzida da fórmula	dtDouble	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	MAQU_FOR	Valor de máquinas em R$ por unidade produzida da fórmula	dtDouble	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	SAGM_ORD	Integração AGM x AGB	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	EAGM_ORD	Campo p/ definir a ETAPA de produção na importação do processo produtivo da semente do AGM x AGB	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	PAGM_ORD	Integração AGM x AGB é o código do produto que vem do AGM	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CODI_TRA	Código do destinatário informado na ordem de produção	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	TAGM_ORD	Tipo da Aplicação no Produção Agrícola no AGM: C-Campo, A-Máquina, R-Romaneio	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CAGM_ORD	Centro de Custo para contabilização das aplicações e colheita	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	TPRO_ORD	Tipo de Produção: P-Própria, T-Terceiros	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	TFTU_ORD	Tipo da Fórmula Técnica usada na ordem	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CFTP_ORD	Código da Fórmula Técnica do tipo Principal	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	JUSQ_ORD	Justificativa referente a etapa de Controle de Qualidade na Produção	dtBLOB	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CPSV_LOT	Código do produto a ter o lote copiado para o produto acabado	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	LMTP_PSV	LOTE DA MATéRIA PRIMA A SER UTILIZADO COMO BASE PARA O LOTE DO PRODUTO ACABADO DEFINIDO NO CABEçALH	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	STAT_ORD	STATUS DA ORDEM DE PRODUçãO A = AGUARDANDO, P = PAUSADA, E = EM ANDAMENTO, F = FINALIZADA, C = CANC	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CODI_LPR	CóDIGO LINHA DE PRODUçãO	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	DFAB_ORD	DATA DE FABRICAçãO LOTE	dtDate	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	DVEN_ORD	DATA DE VENCIMENTO LOTE	dtDate	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	LMAN_ORD	LOTE ALTERADO MANUALMENTE: (S)IM (N)ãO	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CHEX_ORD	CHAVE EXTERNA PARA CONTROLE DE FLUXO ENTRE API E ERP	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	DINSERT	Data da inserção	dtDateTime	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	CODI_ACO	Código do Acompanhamento de Produção	dtInteger	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	CODI_EMP	Código da loja	dtInteger	T	F
Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	CODI_TRA	Código do Parceiro	dtInteger	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	NUME_NFE	Número da nota fiscal de entrada	dtInteger	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	SERI_NFE	Série da nota fiscal de entrada	dtString	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	CTRL_NFE	Controle da tabela NFENTRA	dtInteger	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	VAGR_OPN	Valor total de entrada a agregar no custo do produto acabado	dtDouble	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	DINSERT	Data da inserção	dtDateTime	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
ORDEMPRODUCAONFENTR	ORDEMPRODUCAONFENTR - Notas Fiscais de Entrada que irão agr	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	CODI_ACO	Código do Acompanhamento de Produção	dtInteger	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	CODI_PSV	Código da Materia de Produção	dtString	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	QSOL_PRO	Quantidade de Materia Prima Solicitada para Produção	dtDouble	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	QUTI_PRO	Quantidade de Materia Prima Utilizada Necessária para Produção	dtDouble	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	APON_PRO	Informa se o item ja foi apontado (S)im ou (N)ão	dtString	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	CODI_DPT	Código do Deposito	dtInteger	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	PCUN_PRO	Preço de custo unitário do produto acabado	dtDouble	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	PGGF_PRO	Gastos Gerais de Fabricação do produto acabado	dtDouble	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	CPRO_PRO	Código do vínculo do produto acabado com a projeção de custos	dtInteger	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	PESO_PRO	PESO LíQUIDO	dtDouble	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	PBRU_PRO	PESO BRUTO	dtDouble	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	INDI_PRO	INDICE DE RENDIMENTO	dtDouble	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	QDEM_PRO	QUANTIDADE DE MATERIA DEMANDADA PARA PRODUçãO	dtDouble	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	CODI_EMB	"""CóDIGO DA EMBALAGEM"""	dtInteger	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	DUMANUT	DATA DA úLTIMA MANUTENçãO P/ INTEGRAçãO OFF-LINE DE LOJAS	dtDateTime	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	DINSERT	Data da inserção	dtDateTime	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
IORDEM	IORDEM - Itens de Ordem de Produção	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
INDICESTECNO	INDICESTECNO - Indices Tecnicos e do Laboratorio	CODI_ORD	Código da Cotação	dtInteger	T	F
INDICESTECNO	INDICESTECNO - Indices Tecnicos e do Laboratorio	TURN_TEC	Código do Turno	dtInteger	T	F
INDICESTECNO	INDICESTECNO - Indices Tecnicos e do Laboratorio	CODI_TEC	Código do Indicador	dtInteger	T	F
INDICESTECNO	INDICESTECNO - Indices Tecnicos e do Laboratorio	VALR_TEC	Valor da Cotação	dtDouble	T	F
INDICESTECNO	INDICESTECNO - Indices Tecnicos e do Laboratorio	DUMANUT	Data da última manutenção	dtDateTime	T	F
INDICESTECNO	INDICESTECNO - Indices Tecnicos e do Laboratorio	DINSERT	Data da inserção	dtDateTime	T	F
INDICESTECNO	INDICESTECNO - Indices Tecnicos e do Laboratorio	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
INDICESTECNO	INDICESTECNO - Indices Tecnicos e do Laboratorio	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
INDICESTECNO	INDICESTECNO - Indices Tecnicos e do Laboratorio	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
INDICESTECNO	INDICESTECNO - Indices Tecnicos e do Laboratorio	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
INDICESTECNO	INDICESTECNO - Indices Tecnicos e do Laboratorio	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	CODI_ACO	Código do acompanhamento.	dtInteger	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	CODI_ETA	Código da etapa.	dtInteger	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	CODI_ORD	Código da Ordem de Producao	dtInteger	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	CODI_FOR	Código da Formula.	dtInteger	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	CODI_PES	Código do funcionario responsavel pela etapa.	dtInteger	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	CODI_AOR	CóDIGO DO ACOMPANHAMENTO ORIGEM	dtInteger	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	CODI_PSF	Código do funcionario responsável pela finalização da etapa.	dtInteger	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	STAT_ACO	Status da Etapa A = AGUARDANDO, C = CRIADA, I = INICIADA, F = FINALIZADA	dtString	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	DINI_ACO	Data de Inicio do Acompanhamento.	dtDate	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	HINI_ACO	Hora de Inicio do Acompanhamento	dtTime	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	DFIM_ACO	Data de Término do Acompanhamento	dtDate	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	HFIM_ACO	Hora de Térmido do Acompanhamentoo	dtTime	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	TIPO_ACO	Tipo Apontamento (P) parcial	dtString	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	CTRL_LAN	Controle do lancamento quando for contabilizado o PCP	dtInteger	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	PUMD_ACO	Porcentagem de umidade	dtDouble	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	PIMP_ACO	Porcentagem de impureza	dtDouble	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	DINSERT	Data da inserção	dtDateTime	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
ACOMPANHAORDEM	ACOMPANHAORDEM - Acompanhamento de ordem de produção	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	CODI_ACO	Código do acompanhamento.	dtInteger	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	CODI_ORD	Código da ordem de produção	dtInteger	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	TURN_BAL	Turno da ordem de produção	dtInteger	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	LANT_BAL	Leitura Anterior da Balança de Fluxo	dtDouble	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	LATU_BAL	Leitura Atual da Balança de Fluxo	dtDouble	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	FLUX_BAL	Peso que passou na balana de Fluxo	dtInteger	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	UMID_BAL	Umidade Média	dtDouble	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	IMPU_BAL	Impureza Média	dtDouble	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	DINSERT	Data da inserção	dtDateTime	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
OP_BALFLUXO	OP_BALFLUXO - Medicoes da Balanca de Fluxo da Ordem de Prod	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	CODI_ACO	Código do acompanhamento.	dtInteger	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	CODI_ORD	Código da ordem de produção	dtInteger	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	CODI_DPT	Código do Tanque	dtInteger	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	CODI_PSV	Código do Produto Armazenado no Tanque	dtString	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	TIPO_PSV	Tipo Produto I-Insumo ou P-Producao	dtString	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	MANT_MED	Medição Anterior do Nível do Tanque	dtInteger	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	ENTR_MED	Entradas no Tanque (Compras/Transferências)	dtInteger	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	MATU_MED	Medição Atual do Nível do Tanque	dtInteger	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	PROD_MED	Total Produzido	dtInteger	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	VAZA_MED	Medição da Vazao	dtDouble	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	DINSERT	Data da inserção	dtDateTime	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
OP_MEDTANQUE	OP_MEDTANQUE - Medicoes da Tanques da Ordem de Produção	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	CODI_PSV	Código do Produto.	dtString	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	CODI_TRA	Código do Fabricante.	dtInteger	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	CODI_CCU	Código do Centro de Custos.	dtString	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	CODI_PLC	Código do Plano de Contas.	dtInteger	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	CLOT_PRO	Produto é controlado por lote.	dtString	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	EXER_MAT	Produto é controlado pelo Exército.	dtString	T	F
Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	POLI_MAT	Produto é controlado pela Polícia Federal.	dtString	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	AGRI_MAT	Produto é controlado pelo Minitério da Agricultura.	dtString	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	TIPO_MAT	Tipo da Matéria-Prima, se (E)nvase ou (P)rodução ou (R)eprocessamento	dtString	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	CODI_TMP	Código do tipo de matéria prima	dtInteger	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	CQEN_MAT	Produto possui controle de qualidade na entrada:0S-Sim/N-Nao	dtString	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	CLAU_MAT	Controle automático do lote (FEFO) em desuso	dtString	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	LAUT_MAT	CONTROLE DE LOTE 1-NAO CONTROLA 2-CONTROLA 3-FEFO APONTAMENTO 4-FEFO ABERTURA	dtString	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	DINSERT	Data da inserção	dtDateTime	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
MATERIAPRIMA	MATERIAPRIMA - Cadastro de Matéria-Prima, de Envase e Produ	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
PESSOA_ETA	PESSOA_ETA - Responsáveis pela etapa	CODI_PES	Código do Funcionário Responsável pela Etapa.	dtInteger	T	F
PESSOA_ETA	PESSOA_ETA - Responsáveis pela etapa	CODI_ETA	Código da Etapa.	dtInteger	T	F
