Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
PARAMMETACLIENTE	Clientes da parametrização da metas de vendas	DUMANUT	Data da última manutenção	dtDateTime	T	F
PARAMMETACLIENTE	Clientes da parametrização da metas de vendas	DINSERT	Data da inserção	dtDateTime	T	F
PARAMMETACLIENTE	Clientes da parametrização da metas de vendas	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PARAMMETACLIENTE	Clientes da parametrização da metas de vendas	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PARAMMETACLIENTE	Clientes da parametrização da metas de vendas	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
PARAMMETACLIENTE	Clientes da parametrização da metas de vendas	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
PARAMMETACLIENTE	Clientes da parametrização da metas de vendas	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
PARAMMETACULTURA	Culturas da parametrização da metas de vendas	CODI_PMV	Codigo da parametrizacao da meta de venda	dtInteger	T	F
PARAMMETACULTURA	Culturas da parametrização da metas de vendas	CODI_CUL	Codigo da cultura	dtDouble	T	F
PARAMMETACULTURA	Culturas da parametrização da metas de vendas	DUMANUT	Data da última manutenção	dtDateTime	T	F
PARAMMETACULTURA	Culturas da parametrização da metas de vendas	DINSERT	Data da inserção	dtDateTime	T	F
PARAMMETACULTURA	Culturas da parametrização da metas de vendas	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PARAMMETACULTURA	Culturas da parametrização da metas de vendas	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PARAMMETACULTURA	Culturas da parametrização da metas de vendas	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
PARAMMETACULTURA	Culturas da parametrização da metas de vendas	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
PARAMMETACULTURA	Culturas da parametrização da metas de vendas	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
PARAMMETAVENDEDOR	Vendedores da parametrização da metas de vendas	CODI_PMV	Codigo da parametrizacao da meta de venda	dtInteger	T	F
PARAMMETAVENDEDOR	Vendedores da parametrização da metas de vendas	CODI_PES	Codigo do vendedor	dtInteger	T	F
PARAMMETAVENDEDOR	Vendedores da parametrização da metas de vendas	DUMANUT	Data da última manutenção	dtDateTime	T	F
PARAMMETAVENDEDOR	Vendedores da parametrização da metas de vendas	DINSERT	Data da inserção	dtDateTime	T	F
PARAMMETAVENDEDOR	Vendedores da parametrização da metas de vendas	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PARAMMETAVENDEDOR	Vendedores da parametrização da metas de vendas	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PARAMMETAVENDEDOR	Vendedores da parametrização da metas de vendas	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
PARAMMETAVENDEDOR	Vendedores da parametrização da metas de vendas	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
PARAMMETAVENDEDOR	Vendedores da parametrização da metas de vendas	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
PARAMMETAFORNECEDOR	Fornecedores da parametrização da metas de vendas	CODI_PMV	Codigo da parametrizacao da meta de venda	dtInteger	T	F
PARAMMETAFORNECEDOR	Fornecedores da parametrização da metas de vendas	CODIF_TRA	Codigo do parceiro - fornecedor	dtInteger	T	F
PARAMMETAFORNECEDOR	Fornecedores da parametrização da metas de vendas	DUMANUT	Data da última manutenção	dtDateTime	T	F
PARAMMETAFORNECEDOR	Fornecedores da parametrização da metas de vendas	DINSERT	Data da inserção	dtDateTime	T	F
PARAMMETAFORNECEDOR	Fornecedores da parametrização da metas de vendas	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PARAMMETAFORNECEDOR	Fornecedores da parametrização da metas de vendas	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
CADEMP2	Extensão da tabela CADEMP	LIM1_EMP	Link da imagem 1 para o e-mail da NFSE	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	LIM2_EMP	Link da imagem 2 para o e-mail da NFSE	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	LFEB_EMP	Link da FEBRABAN para o e-mail da NFSE	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	CONA_EMP	Consultar notas destinadas automaticamente (S)im/(N)ão	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	EECA_EMP	Enviar evento de Ciência automaticamente (S)im/(N)ão	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	COCA_EMP	Consultar CT-es automaticamente (S)im/(N)ão	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	UNSC_EMP	Ultimo NSU consultado para CT-e	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	XPAG_EMP	Descrição Meio de Pagamento	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	CODC_EMP	Consultar DF-es cancelados automaticamente (S)im/(N)ão	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	RCDC_EMP	Quantidade de recorrências para consultar DFes cancelados	dtInteger	T	F
CADEMP2	Extensão da tabela CADEMP	QTAN_EMP	Quantidade de tentativas de acesso ao NSU por hora	dtInteger	T	F
CADEMP2	Extensão da tabela CADEMP	HLAC_EMP	Tempo limite em horas para as tentativas de acesso ao NSU	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	RCCI_EMP	REALIZA CONTABILIZAçãO POR CICLO NO GRUPO OU SUB-GRUPO (S/N)	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	RCTP_EMP	REALIZA CONTABILIZAçãO POR TIPO DE PARCEIRO (S/N)	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	ORAI_EMP	ORGãO DE RECEPçãO ATOR INTERESSADO - AMBIENTE (N)ACIONAL AMBIENTE (E)STADUAL	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	NREM_EMP	NúMERO REGISTRO EMDAGRO (SERGIPE)	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	INEM_EMP	DATA DE INCLUSAO NO EMDAGRO (SERGIPE)	dtDate	T	F
CADEMP2	Extensão da tabela CADEMP	VAEM_EMP	DATA DE VALIDADE NO EMDAGRO (SERGIPE)	dtDate	T	F
CADEMP2	Extensão da tabela CADEMP	TLEM_EMP	TIPO DE LOJA (SERGIPE)	dtInteger	T	F
CADEMP2	Extensão da tabela CADEMP	DCH4_EMP	DATA CTE 4.0 HOMOLOGAçãO	dtDateTime	T	F
CADEMP2	Extensão da tabela CADEMP	DCP4_EMP	DATA CTE 4.0 PRODUçãO	dtDateTime	T	F
CADEMP2	Extensão da tabela CADEMP	QDSI_EMP	QUANTIDADE DE DIAS SEM SALDO INICIAL	dtInteger	T	F
CADEMP2	Extensão da tabela CADEMP	QDME_EMP	QUANTIDADE DOCUMENTOS MOVIMENTANDO ESTOQUE	dtInteger	T	F
CADEMP2	Extensão da tabela CADEMP	FUCP_EMP	FUNDO MARANHENSE DE COMBATE à POBREZA (FUMACOP)	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	TIDC_EMP	TIPO ICMS DESONERADO NO CTE : (D)ESCONTO, (I)CMS DESONERADO OU (N)ãO DEMONSTRA	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	ASME_EMP	AMBIENTE (H)OMOLOGAçãO OU (P)RODUçãO - SMEPA	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	USME_EMP	URL API - SMEPA	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	UTME_EMP	URL DE REQUISIçãO DO TOKEN	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	ISME_EMP	CLIENT ID PARA REQUISITAR O TOKEN - SMEPA	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	CLSM_EMP	CLIENT SECRET PARA REQUISITAR O TOKEN - SMEPA	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	CSME_EMP	CHAVE PARA INTEGRAçãO - SMEPA	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	CDNF_EMP	CONTROLAR EMISSãO/IMPRESSãO DE DANFE EM CONTINGêNCIA NFE (S/N)	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	CDNC_EMP	CONTROLAR EMISSãO/IMPRESSãO DE DANFE EM CONTINGêNCIA NFCE (S/N)	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	BARS_EMP	BLOQUEAR ALTERAçãO/CANCELAMENTO DE RECEITA APóS ENVIO SISDEV	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	OECN_EMP	OBRIGATóRIO O ENVIO DO ECONF NF-E: (S)IM (N)ãO	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	OECE_EMP	OBRIGATóRIO O ENVIO DO ECONF NFCE: (S)IM (N)ãO	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	TPSI_EMP	TIPO DE PEDIDO DE PRORROGAçãO DE SUSPENSãO DO ICMS (N)ENHUMA, (P)ARCIAL, (C)OMPLETA	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	EUER_EMP	EMPRESA UTILIZA EMISSãO DE RECEITUáRIO	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	APSS_EMP	ATIVAR ALERTA DE PRODUTO SEM SALDO INICIAL (S/N)	dtString	T	F
CADEMP2	Extensão da tabela CADEMP	DINSERT	Data da inserção	dtDateTime	T	F
CADEMP2	Extensão da tabela CADEMP	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
CADEMP2	Extensão da tabela CADEMP	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
CADEMP2	Extensão da tabela CADEMP	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
CADEMP2	Extensão da tabela CADEMP	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
PARAMEFDICMSIPI	Parametros do EFD ICMS/IPI	CODI_EMP	Código da empresa	dtInteger	T	F
PARAMEFDICMSIPI	Parametros do EFD ICMS/IPI	NEAO_PEI	Bloco C (C170 e C190) - Não exportar alíquotas para operações não tributadas. (S)im e (N)ão	dtString	T	F
PARAMEFDICMSIPI	Parametros do EFD ICMS/IPI	NEII_PEI	Registro C170 - Não exportar infomações de IPI (Não contribuinte). (S)im e (N)ão	dtString	T	F
PARAMEFDICMSIPI	Parametros do EFD ICMS/IPI	PCTC_PEI	"Registro C170 - Preenchimento do Campo 37 - COD_CTA: Definição na Rotina EFIS50572 -> ""DR"" Contabli"	dtString	T	F
PARAMEFDICMSIPI	Parametros do EFD ICMS/IPI	TPTC_PEI	Registro C170 - Tipo de Contalização do Documento - (D)ébito e (C)rédito	dtString	T	F
PARAMEFDICMSIPI	Parametros do EFD ICMS/IPI	PCD1_PEI	"Registro D100 - Preenchimento do Campo 23 - COD_CTA: Definição na Rotina EFIS50572 -> ""DR"" Contabli"	dtString	T	F
PARAMEFDICMSIPI	Parametros do EFD ICMS/IPI	TPD1_PEI	Registro D100 - Tipo de Contalização do Documento - (D)ébito e (C)rédito	dtString	T	F
PARAMEFDICMSIPI	Parametros do EFD ICMS/IPI	PCD5_PEI	"Registro D500 - Preenchimento do Campo 23 - COD_CTA: Definição na Rotina EFIS50572 -> ""DR"" Contabli"	dtString	T	F
TECTRANS	Cadastro de tecnologia para controle de transgenia	TOBI_TTS	Teste obrigatório: (S)im ou (N)ao.	dtString	T	F
TECTRANS	Cadastro de tecnologia para controle de transgenia	UUMANUT	Usuário da última manutenção	dtString	T	F
TECTRANS	Cadastro de tecnologia para controle de transgenia	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
TECTRANS	Cadastro de tecnologia para controle de transgenia	DINSERT	Data da inserção	dtDateTime	T	F
TECTRANS	Cadastro de tecnologia para controle de transgenia	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
TECTRANS	Cadastro de tecnologia para controle de transgenia	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
TECTRANS	Cadastro de tecnologia para controle de transgenia	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
TECTRANS	Cadastro de tecnologia para controle de transgenia	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
TECTRANS	Cadastro de tecnologia para controle de transgenia	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	CODI_REG	ID da conexão com o banco de dados	dtInteger	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	CHAV_REG	Chave do registro em uso	dtString	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	FUNC_REG	Função que está utilizando o registro	dtString	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	TIPO_REG	Tipo de validação utilizada no registro	dtString	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	HRAC_REG	Hora de acesso ao sistema	dtDateTime	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	CODI_EMP	Código da empresa	dtInteger	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	CODI_PES	Código do usuário do agribusiness	dtInteger	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	UNAM_REG	Nome do usuário da máquina que acessou o sistema	dtString	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	NOPC_REG	Nome do computador que acessou o sistema	dtString	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	SIDB_REG	SID da conexão com o banco de dados oracle	dtInteger	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	DUMANUT	Data da última manutenção	dtDateTime	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	DINSERT	Data da inserção	dtDateTime	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
ACESSOREG	Controle de acesso que verifica a concorrência de registros	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
BALANCAS	Cadastro de balanças	CODI_BAL	Código da balança	dtInteger	T	F
BALANCAS	Cadastro de balanças	CODI_EMP	Código da empresa	dtInteger	T	F
BALANCAS	Cadastro de balanças	DESC_BAL	Descrição da balança	dtString	T	F
BALANCAS	Cadastro de balanças	SITU_BAL	Situação da balança (I)nativa ou (A)tiva	dtString	T	F
BALANCAS	Cadastro de balanças	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
BALANCAS	Cadastro de balanças	DINSERT	Data da inserção	dtDateTime	T	F
BALANCAS	Cadastro de balanças	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
BALANCAS	Cadastro de balanças	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
BALANCAS	Cadastro de balanças	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
BALANCAS	Cadastro de balanças	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
BALANCAS	Cadastro de balanças	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	CODI_CCD	Código do vinculo	dtInteger	T	F
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	CODI_DSP	Código da despesa do contrato	dtInteger	T	F
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	NUME_CCP	Código do contrato	dtInteger	T	F
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	VLOR_CCD	Valor da despesa do contrato	dtDouble	T	F
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	UUMANUT	Usuário da última manutenção	dtString	T	F
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	DINSERT	Data da inserção	dtDateTime	T	F
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
CTRCOMPRADESP	Vinculo da despesa do contrato com o contrato	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
EXTRATORSQL	Cadastro de concultas SQL do Extrator	CODI_EXS	Código da Consulta SQL	dtInteger	T	F
EXTRATORSQL	Cadastro de concultas SQL do Extrator	DESC_EXS	Descrição da Consulta SQL	dtString	T	F
EXTRATORSQL	Cadastro de concultas SQL do Extrator	CONS_EXS	Consulta SQL	dtBLOB	T	F
EXTRATORSQL	Cadastro de concultas SQL do Extrator	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
EXTRATORSQL	Cadastro de concultas SQL do Extrator	DINSERT	Data da inserção	dtDateTime	T	F
EXTRATORSQL	Cadastro de concultas SQL do Extrator	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
PARAMGERFATU	Parâmetros do faturamento	PACP_PGF	Permitir alterar Condição de Pagamento no Faturamento	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	COND_CON	Código da condição de pagamento a ser alterado no Faturamento	dtInteger	T	F
PARAMGERFATU	Parâmetros do faturamento	FPGT_PGF	Forma de Pagamento do Pedido	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	ADCP_PGF	Assinar duplicata e canhoto na parcela após a baixa de documento (Protocolo):0 (S/N)	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	OOBP_PGF	Obrigatória a observação na baixa de documentos (Protocolo):0 (S/N)	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	DNFP_PGF	Quantidade de dias da emissão da nota fiscal para obrigar informar a observação (Protocolo)	dtInteger	T	F
PARAMGERFATU	Parâmetros do faturamento	DDUP_PGF	Quantidade de dias da emissão da duplicata para obrigar informar a observação (Protocolo)	dtInteger	T	F
PARAMGERFATU	Parâmetros do faturamento	DBOP_PGF	Quantidade de dias da emissão do boleto para obrigar informar a observação (Protocolo)	dtInteger	T	F
PARAMGERFATU	Parâmetros do faturamento	DREP_PGF	Quantidade de dias da emissão do receituário para obrigar informar a observação (Protocolo)	dtInteger	T	F
PARAMGERFATU	Parâmetros do faturamento	PFOC_PGF	Permitir faturar Pedidos inclusos na Ordem de Carregamento apenas quando tiver saldo dos Produtos.	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	NACI_PGF	Não apresentar mensagem de alerta sobre custo inválido (S/N)	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	MLBM_PGF	Margem de Lucro Bruta Mínima. 0-Nenhuma Validação; 1-Bloquear Incondicionalmente; 2-Solicitar Senha	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	PALV_PGF	Preenchimento automático do Lote e Validações. 0-Nenhuma Validação; 1-Carregar e Bloquear Incondici	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	PLPN_PGF	Preenche lote automaticamente em pedidos gerados a partir de negociação (S/N)	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	PPCF_PGF	Permitir gerar pedido de compra somente com cotações fechadas (S/N)	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	CFOI_PGF	CFOP padrão interno para geração automática de pedidos de compra	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	CFOE_PGF	CFOP padrão externo para geração automática de pedidos de compra	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	UPAC_PGF	Utiliza preenchimento automático das informações do cartão no ControlPay (S)im ou (N)ão	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	VETR_PGF	Veterinário responsável padrão	dtInteger	T	F
PARAMGERFATU	Parâmetros do faturamento	DNPE_PGF	Destacar nfe apos qtde de dias para vencer o prazo dos eventos	dtInteger	T	F
PARAMGERFATU	Parâmetros do faturamento	COPC_PGF	Tornar CFOP obrigatório no pedido de compra (S)im ou (N)ão	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	VMCD_PGF	Solicitar senha pra Vencimento Maior que validade da Condição de Pgto (S)im ou (N)ão	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	CNTP_PGF	Solicitar senha para Condição de Pgto Não Permitida com a Tabela de Preço (S)im ou (N)ão	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	VNCP_PGF	Solicitar senha para Vcto da negociação diferente de config p/ a empresa e/ou cultura do parceiro (	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	SGVD_PGF	Sugestão de Venda 1-Não apresenta sugestão automaticamente 2-Apresentar sugestão automaticamente	dtInteger	T	F
PARAMGERFATU	Parâmetros do faturamento	MIPV_PGF	Mensagem na impressão do pedido de venda simplificado (S)im ou (N)ão	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	STEF_PGF	Integrado com SITEF	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	NLOJ_PGF	Número da loja - SITEF	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	STEF_TIP	Tipo de integração com SITEF	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	CNSH_PGF	CNPJ DA SOFTWARE HOUSE CADASTRADO JUNTO AO SITEF	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	IMPT_PGF	Imprimir automaticamente comprovante de transação via TEF	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	LINA_PGF	Edição do lote para Nota Fiscal Emitida (N)ão Validar ou (S)oliciatar Senha ou (B)loquear	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	BPFD_PGF	Bloquear lançamento de pedido fornecedor em Duplicidade (S)im ou (N)ão	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	SEPC_PGF	Solicitar senha para cancelamento ou exclusão de pedido de compra (S/N)	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	CEOT_PGF	CFOP p/ o Estado na Ordem de Transferencia	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	COOT_PGF	CFOP p/ outros Estados na Ordem de Transferencia	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	ADPC_PGF	Utiliza assinatura digital para pedido de compra	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	ADRC_PGF	Utiliza assinatura digital para requisição de compra	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	ADCC_PGF	Utiliza assinatura digital para cotação de compra	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	ADSC_PGF	Utiliza assinatura digital para solicitação de compra	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	RCEL_PGF	Realizar conferência somente da loja logada: (S)sim/(N)ão	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	FPCO_PGF	Filtrar pedidos de venda na comissão (FATU2103) Parametro Oculto	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	LDEX_PGF	Limite de Desconto Excedido 1 - Solicitar senha 2 - Bloquear Incondicionalmente	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	SCFT_PGF	Considerar valor frete tonelada ao solicitar senha de desconto excedito (S)im/(N)ão	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	BNTG_PGF	"Bloquear emissão de no tas de Transferência se o ""Parceiro para transferência"" estiver fora do Grup"	dtString	T	F
PARAMGERFATU	Parâmetros do faturamento	PTEL_PGF	"Parceiros incluídos na empresa para Transferências, só podem realizar transações ""Entre Lojas"""	dtString	T	F
RCCABLANCTB	Cabecalho do Lancamento Contabil do Regime de Caixa	AUTO_RCC	Lancamento Automatico: (S)im (N)ao	dtString	T	F
RCCABLANCTB	Cabecalho do Lancamento Contabil do Regime de Caixa	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
RCCABLANCTB	Cabecalho do Lancamento Contabil do Regime de Caixa	DINSERT	Data da inserção	dtDateTime	T	F
RCCABLANCTB	Cabecalho do Lancamento Contabil do Regime de Caixa	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
RCCABLANCTB	Cabecalho do Lancamento Contabil do Regime de Caixa	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
RCCABLANCTB	Cabecalho do Lancamento Contabil do Regime de Caixa	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
RCCABLANCTB	Cabecalho do Lancamento Contabil do Regime de Caixa	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
RCCABLANCTB	Cabecalho do Lancamento Contabil do Regime de Caixa	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	CODI_RCL	Codigo do Lancto Contabil Regime Caixa	dtInteger	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	CODI_RCC	Codigo do Cabecalho dos Lanctos Contabeis Regime Caixa	dtInteger	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	CODI_PLC	Código do plano de contas	dtInteger	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	CODI_CPC	Código da conta contábil	dtString	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	HIST_HIS	Código do histórico	dtInteger	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	COMP_RCL	Complemento do lançamento contábil	dtBLOB	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	TIPO_RCL	Tipo do lançamento: (D)ebito ou (C)redito	dtString	T	F
